"Country","ISOCode","Year","GDPPerCapita","FemaleUnemploymentRate","ElectricityPerCapita","PopulationInMillions","ChildrenPerWoman","ChildMortalityRate","LaborRate","LifeExpectancy","NumCode"
"Russian Federation","RUS","2016",25568.90779,5.349999905,NA,144.342396,1.762,7.5,74.23999786,71.65121951,643
"Rwanda","RWA","2016",1950.528104,NA,NA,11.668818,4.123,39.2,84.27999878,67.93,646
"Samoa","WSM","2016",6445.974179,NA,NA,0.194535,3.976,16.4,46.61000061,72.895,882
"San Marino","SMR","2016",58806.1973,10.02999973,NA,0.033504,NA,1.9,NA,NA,674
"Sao Tome and Principe","STP","2016",3878.715315,NA,NA,0.203227,4.426,33.3,60.72999954,69.67,678
"Saudi Arabia","SAU","2016",48627.1493,21.10000038,NA,32.442572,2.435,7.9,58.13999939,74.761,682
"Senegal","SEN","2016",3067.662712,4.679999828,NA,14.993528,4.77,50.6,47.13000107,67.078,686
"Serbia","SRB","2016",16234.49818,16.10000038,NA,7.058322,1.46,6,65.12999725,75.68780488,688
"Seychelles","SYC","2016",26421.94143,4.230000019,NA,0.094677,2.39,14.8,NA,74.3097561,690
"Sierra Leone","SLE","2016",1610.552727,NA,NA,7.328838,4.457,123.2,59,53.444,694
"Singapore","SGP","2016",91075.53531,4.480000019,NA,5.607283,1.2,2.7,76.66000366,82.84634146,702
"Sint Maarten (Dutch part)","SXM","2016",40857.76948,NA,NA,0.039969,NA,NA,NA,78.29268293,534
"Slovak Republic","SVK","2016",29343.28297,10.76000023,NA,5.430798,1.48,6.1,71.94999695,77.16585366,703
"Slovenia","SVN","2016",34969.77263,8.590000153,NA,2.065042,1.58,2.4,71.55000305,81.17560976,705
"Solomon Islands","SLB","2016",2598.570304,NA,NA,0.619437,4.452,21.6,85.37999725,72.424,90
"Somalia","SOM","2016",NA,NA,NA,14.185613,6.265,128.4,49.06000137,56.324,706
"South Africa","ZAF","2016",12703.82001,28.97999954,NA,56.203654,2.457,36.2,59.34000015,63.153,710
"South Sudan","SSD","2016",NA,NA,NA,10.832512,4.855,96.2,74.08000183,57.12,728
"Spain","ESP","2016",38600.44682,21.37999916,NA,46.484062,1.34,3.2,74.37999725,83.32926829,724
"Sri Lanka","LKA","2016",12287.47271,6.71999979,NA,21.203,2.211,8.2,59.75999832,76.482,144
"St. Kitts and Nevis","KNA","2016",26075.61287,NA,NA,0.051629,NA,16.6,NA,NA,659
"St. Lucia","LCA","2016",14516.56466,NA,NA,0.180024,1.461,21.3,78.37999725,75.752,662
"St. Martin (French part)","MAF","2016",NA,NA,NA,0.036065,1.81,NA,NA,79.52195122,663
"St. Vincent and the Grenadines","VCT","2016",12164.49398,NA,NA,0.109459,1.931,16.2,73.86000061,72.193,670
"Sudan","SDN","2016",4284.811056,NA,NA,39.84744,4.532,64.1,49.75,64.663,729
"Suriname","SUR","2016",16249.05413,11.10999966,NA,0.564883,2.469,19.6,56.83000183,71.358,740
"Sweden","SWE","2016",51498.35302,6.590000153,NA,9.923085,1.85,2.8,82.25,82.30731707,752
"Switzerland","CHE","2016",66344.07481,5.010000229,NA,8.373338,1.54,4.2,83.93000031,83.60243902,756
"Syrian Arab Republic","SYR","2016",NA,NA,NA,17.453933,2.889,23.3,46.20999908,70.315,760
"Tajikistan","TJK","2016",2942.647962,5.5,NA,8.663579,3.618,36.8,43.59999847,70.397,762
"Tanzania","TZA","2016",2441.565214,NA,NA,53.05079,5.015,55.8,84.83999634,63.844,834
"Thailand","THA","2016",16797.7721,0.709999979,NA,68.971331,1.537,10.3,74.73000336,76.403,764
"Timor-Leste","TLS","2016",3344.573627,6.260000229,NA,1.219288,4.156,49,66.80999756,68.735,626
"Togo","TGO","2016",1489.683845,NA,NA,7.509952,4.449,73.5,58.84999847,60.22,768
"Tonga","TON","2016",6317.86208,NA,NA,0.101133,3.636,16.8,50.86999893,70.607,776
"Trinidad and Tobago","TTO","2016",27201.46855,3.160000086,NA,1.377564,1.753,19.1,68.98999786,73.1,780
"Tunisia","TUN","2016",10524.99351,23.45999908,NA,11.303946,2.238,17.1,51.56999969,76.115,788
"Turkey","TUR","2016",26471.28695,13.63000011,NA,79.821724,2.092,12.1,56.56000137,76.86,792
"Turkmenistan","TKM","2016",13562.52608,NA,NA,5.662372,2.887,42.2,61.31999969,67.835,795
"Turks and Caicos Islands","TCA","2016",28174.48257,NA,NA,0.036559,NA,NA,NA,NA,796
"Tuvalu","TUV","2016",3793.127599,16.21999931,NA,0.011225,NA,26.4,NA,NA,798
"Uganda","UGA","2016",2075.098911,NA,NA,39.647506,5.242,52.8,71.52999878,61.986,800
"Ukraine","UKR","2016",11534.638,7.690000057,NA,45.004674,1.466,9.2,66.25,71.47634146,804
"United Arab Emirates","ARE","2016",66510.86746,4.019999981,NA,9.36098,1.491,7.8,83.16999817,77.47,784
"United Kingdom","GBR","2016",45409.41756,4.679999828,NA,65.611593,1.79,4.4,77.16000366,81.15609756,826
"United States","USA","2016",59043.21146,4.789999962,NA,322.941311,1.8205,6.7,71.93000031,78.53902439,840
"Uruguay","URY","2016",20862.17131,9.43999958,NA,3.424132,1.991,8.4,75.83999634,77.498,858
"Uzbekistan","UZB","2016",6346.334778,5,NA,31.8479,2.455,21.1,65.19000244,71.171,860
"Vanuatu","VUT","2016",3061.78724,NA,NA,0.27833,3.859,28,70.63999939,70.021,548
"Venezuela, RB","VEN","2016",NA,5.409999847,NA,29.846179,2.317,24.2,66.18000031,72.405,862
"Vietnam","VNM","2016",6767.902495,1.700000048,NA,93.638724,2.03,21.2,82.16000366,75.172,704
"Virgin Islands (U.S.)","VIR","2016",NA,NA,NA,0.10751,2.09,NA,71.81999969,79.16829268,850
"West Bank and Gaza","PSE","2016",6438.93364,37.97000122,NA,4.367088,3.844,21,45.54999924,73.589,275
"Yemen, Rep.","YEM","2016",NA,NA,NA,27.16821,3.994,56.8,38.70000076,66.087,887
"Zambia","ZMB","2016",3467.875156,NA,NA,16.363507,4.814,66.5,75.66999817,62.464,894
"Zimbabwe","ZWE","2016",2934.73365,NA,NA,14.03039,3.804,59.5,83.98999786,60.294,716
"Arab World","ARB","2016",14663.54963,18.85133989,NA,404.024435,3.322465331,36.75488354,51.07859423,71.43649685,NA
"Caribbean small states","CSS","2016",15634.41633,12.73318204,NA,7.269385,2.027645401,18.42019562,68.75036115,73.39595782,NA
"Central Europe and the Baltics","CEB","2016",28477.95069,6.442803084,NA,102.994278,1.521780862,5.47863357,69.57688811,76.96981142,NA
"Early-demographic dividend","EAR","2016",8839.669265,NA,NA,3164.386912,2.541521687,38.54734642,58.34841223,70.01121473,NA
"East Asia & Pacific","EAS","2016",15613.66945,NA,NA,2298.486142,1.829611266,16.2,74.57785519,75.63559163,NA
"East Asia & Pacific (excluding high income)","EAP","2016",12276.81328,NA,NA,2053.103802,1.876299905,17.04951092,74.65967982,74.75561418,NA
"East Asia & Pacific (IDA & IBRD countries)","TEA","2016",12406.57293,NA,NA,2027.771091,1.875783916,17.01390516,74.51362213,74.79361457,NA
"Euro area","EMU","2016",44679.947,10.3730064,NA,340.481753,1.568999804,3.807364167,72.84826019,81.95454533,NA
"Europe & Central Asia","ECS","2016",33220.15122,8.187275141,NA,910.904758,1.770969653,9.2,70.64784326,77.59554023,NA
"Europe & Central Asia (excluding high income)","ECA","2016",20222.34982,7.501270993,NA,392.870484,1.976469579,13.54928244,67.38117488,72.95424305,NA
"Europe & Central Asia (IDA & IBRD countries)","TEC","2016",21203.34336,7.333399916,NA,454.717187,1.913331887,12.85055998,67.43187936,73.50740385,NA
"European Union","EUU","2016",41635.81941,9.387528218,NA,445.487728,1.566148524,4.150522844,72.29425426,80.94986464,NA
"Fragile and conflict affected situations","FCS","2016",NA,NA,NA,747.004599,4.641524737,88.75852162,60.24991267,60.88885569,NA
"Heavily indebted poor countries (HIPC)","HPC","2016",2427.29288,NA,NA,738.387254,4.862333242,73.96237026,70.38359646,62.3232893,NA
"High income","HIC","2016",47467.87548,6.415534262,NA,1219.052243,1.659499918,5.3,72.69147935,80.54085113,NA
"IBRD only","IBD","2016",12133.04262,NA,NA,4692.793113,2.090543728,25.24901825,65.46589454,72.9550929,NA
"IDA & IBRD total","IBT","2016",9992.435578,NA,NA,6254.597843,2.572376799,44.77926513,65.23967952,70.61897882,NA
"IDA blend","IDB","2016",4740.484546,NA,NA,524.790731,4.233255152,90.52295716,58.98270813,61.58792571,NA
"IDA only","IDX","2016",3063.04227,NA,NA,1037.013999,4.025336007,67.14883794,67.2010808,64.61678228,NA
"IDA total","IDA","2016",3627.868367,NA,NA,1561.80473,4.094462826,75.16293618,64.42696722,63.59908616,NA
"Late-demographic dividend","LTE","2016",15359.00101,NA,NA,2261.41298,1.745972126,11.66206178,74.42430225,75.74643479,NA
"Latin America & Caribbean","LCN","2016",16130.67172,8.959222263,NA,628.488528,2.065413396,18.1,68.65747823,75.12204532,NA
"Latin America & Caribbean (excluding high income)","LAC","2016",15566.84336,9.060706187,NA,596.647568,2.078520853,18.4464711,68.72016662,74.92379308,NA
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","2016",16071.32043,9.076403088,NA,612.506457,2.076669541,18.28848492,68.83629208,75.03058054,NA
"Least developed countries: UN classification","LDC","2016",2813.524509,NA,NA,963.511276,4.116956943,69.34525035,68.34738534,64.34577144,NA
"Low & middle income","LMY","2016",9731.453006,NA,NA,6205.2339,2.582094468,44.94120034,65.27311522,70.53937975,NA
"Low income","LIC","2016",2358.528892,NA,NA,618.780841,4.761622564,74.7,68.42932544,62.75863671,NA
"Lower middle income","LMC","2016",5889.742564,NA,NA,2790.617792,2.820097732,54.1,57.92851138,67.93712086,NA
"Middle East & North Africa","MEA","2016",16564.63759,18.21364608,NA,433.597628,2.866932543,23.4,50.7949451,73.71082026,NA
"Middle East & North Africa (excluding high income)","MNA","2016",10780.75295,20.55497755,NA,370.276461,2.941389682,25.25812156,47.41254847,73.1982111,NA
"Middle East & North Africa (IDA & IBRD countries)","TMN","2016",10832.30842,20.36568924,NA,365.909373,2.931265182,25.32572648,47.43252448,73.19354707,NA
"Middle income","MIC","2016",10567.30876,NA,NA,5586.453059,2.360835751,38.70500173,64.98891189,71.40123971,NA
"North America","NAC","2016",57892.47876,4.952055056,NA,359.115352,1.792523584,6.6,72.56386769,78.87745779,NA
"Not classified","INX","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD members","OED","2016",42585.75036,6.632116756,NA,1336.645071,1.740630589,7.524289468,71.50163225,79.96126472,NA
"Other small states","OSS","2016",22852.29386,NA,NA,29.542879,3.105066348,52.15647792,68.92865475,67.8356294,NA
"Pacific island small states","PSS","2016",7073.967225,NA,NA,2.388307,3.555352709,25.08561537,67.14004578,69.61374193,NA
"Post-demographic dividend","PST","2016",46549.49192,6.380712936,NA,1101.715022,1.623313676,5.032123274,73.11482444,80.54924133,NA
"Pre-demographic dividend","PRE","2016",3575.682851,NA,NA,869.943914,5.104321391,86.74655871,64.8129323,59.99193712,NA
"Small states","SST","2016",20552.46258,NA,NA,39.200571,2.919376622,45.79875021,68.80562768,68.96046242,NA
"South Asia","SAS","2016",5467.82055,NA,NA,1771.167194,2.438061113,46.4,54.13523584,68.91615144,NA
"South Asia (IDA & IBRD)","TSA","2016",5467.82055,NA,NA,1771.167194,2.438061113,46.4308141,54.13523584,68.91615144,NA
"Sub-Saharan Africa","SSF","2016",3770.868971,NA,NA,1022.526541,4.838671406,83,68.05957321,60.44239793,NA
"Sub-Saharan Africa (excluding high income)","SSA","2016",3747.994261,NA,NA,1021.168391,4.84345703,83.01444933,68.06321131,60.42384915,NA
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2016",3770.868971,NA,NA,1022.526541,4.838671406,82.98713148,68.05957321,60.44239793,NA
"Upper middle income","UMC","2016",15189.57008,NA,NA,2795.835267,1.910340845,15.2,71.41377071,74.85913143,NA
"World","WLD","2016",15837.38296,NA,NA,7424.286143,2.445518498,41.3,66.50117673,72.18106629,NA
"Afghanistan","AFG","2017",2058.383832,14.02999973,NA,36.2964,4.633,64.9,50.20999908,64.13,4
"Albania","ALB","2017",12811.75944,12.5,NA,2.873457,1.638,9.4,65.81999969,78.333,8
"Algeria","DZA","2017",11737.40935,26.22999954,NA,41.389198,3.045,24.3,46.38999939,76.499,12
"American Samoa","ASM","2017",NA,NA,NA,0.05562,NA,NA,NA,NA,16
"Andorra","AND","2017",NA,NA,NA,0.077001,NA,3.2,NA,NA,20
"Angola","AGO","2017",7310.901738,NA,NA,29.816748,5.6,80.6,78.08999634,60.379,24
"Antigua and Barbuda","ATG","2017",19840.07612,NA,NA,0.095426,1.999,7.1,NA,76.752,28
"Argentina","ARG","2017",23597.11775,9.449999809,NA,44.044811,2.275,10.3,68.23000336,76.372,32
"Armenia","ARM","2017",12115.05701,17.47999954,NA,2.944809,1.75,13,64.06999969,74.797,51
"Aruba","ABW","2017",38442.41384,NA,NA,0.105366,1.886,NA,NA,76.01,533
"Australia","AUS","2017",48633.13322,5.670000076,NA,24.60186,1.741,3.7,77.51000214,82.5,36
"Austria","AUT","2017",54342.94786,5.03000021,NA,8.797566,1.52,3.6,76.33000183,81.64390244,40
"Azerbaijan","AZE","2017",14121.40694,5.900000095,NA,9.854033,1.75,23,71.70999908,72.693,31
"Bahamas, The","BHS","2017",36297.30702,10.89999962,NA,0.381761,1.762,13.3,81.22000122,73.554,44
"Bahrain","BHR","2017",47709.87381,NA,NA,1.494074,2.01,7.3,74.06999969,77.032,48
"Bangladesh","BGD","2017",4161.089713,6.679999828,NA,159.670593,2.062,33.9,61.22999954,72.052,50
"Barbados","BRB","2017",15788.82052,8.779999733,NA,0.286233,1.615,13.4,77.76000214,78.981,52
"Belarus","BLR","2017",18280.19892,4.039999962,NA,9.498264,1.541,3.6,77.73999786,74.12926829,112
"Belgium","BEL","2017",50596.6428,7.050000191,NA,11.375158,1.65,3.7,68.05999756,81.49268293,56
"Belize","BLZ","2017",7108.8667,9.81000042,NA,0.375769,2.346,13.7,67.19000244,74.365,84
"Benin","BEN","2017",3044.513887,NA,NA,11.175204,4.906,95.1,71.68000031,61.174,204
"Bermuda","BMU","2017",81834.95587,NA,NA,0.063873,1.6,NA,NA,81.44195122,60
"Bhutan","BTN","2017",11142.39995,NA,NA,0.745568,1.994,30.6,69.34999847,71.129,64
"Bolivia","BOL","2017",8423.696806,4.050000191,NA,11.192854,2.777,28.2,71.04000092,70.945,68
"Bosnia and Herzegovina","BIH","2017",13797.79022,23.12999916,NA,3.351527,1.276,6.1,55.93000031,77.128,70
"Botswana","BWA","2017",17253.28063,NA,NA,2.205128,2.91,43.8,73.11000061,68.812,72
"Brazil","BRA","2017",14519.84913,14.68000031,NA,207.833831,1.739,14.8,70.16999817,75.456,76
"British Virgin Islands","VGB","2017",NA,NA,NA,0.029577,NA,NA,NA,NA,92
"Brunei Darussalam","BRN","2017",60995.68111,9.960000038,NA,0.424473,1.881,11,69.12999725,75.585,96
"Bulgaria","BGR","2017",21455.56436,5.949999809,NA,7.075947,1.56,7.4,71.48000336,74.81463415,100
"Burkina Faso","BFA","2017",2044.381874,NA,NA,19.193284,5.271,93.9,67.90000153,60.768,854
"Burundi","BDI","2017",773.5718584,NA,NA,10.827024,5.502,61.3,79.80000305,60.898,108
"Cabo Verde","CPV","2017",6643.20461,12.76000023,NA,0.537497,2.309,16.8,63.5,72.57,132
"Cambodia","KHM","2017",3928.373688,0.170000002,NA,16.009414,2.53,28.8,84.94000244,69.289,116
"Cameroon","CMR","2017",3554.525156,NA,NA,24.566045,4.639,80.8,77.05000305,58.511,120
"Canada","CAN","2017",48490.3795,5.849999905,NA,36.543321,1.4961,5.1,78.45999908,81.9,124
"Cayman Islands","CYM","2017",69572.49685,NA,NA,0.063382,NA,NA,NA,NA,136
"Central African Republic","CAF","2017",912.8020523,NA,NA,4.596028,4.796,117.5,73.09999847,52.24,140
"Chad","TCD","2017",1587.03106,NA,NA,15.016773,5.846,121.5,70.98999786,53.712,148
"Channel Islands","CHI","2017",NA,NA,NA,0.168665,1.516,NA,72.48999786,82.766,NA
"Chile","CHL","2017",24548.1877,7.460000038,NA,18.470439,1.678,7.4,68.51999664,79.909,152
"China","CHN","2017",14344.42124,NA,NA,1386.395,1.683,9.2,76.12000275,76.47,156
"Colombia","COL","2017",14219.53282,11.51000023,NA,48.909844,1.825,14.7,73.91000366,76.925,170
"Comoros","COM","2017",3032.254682,NA,NA,0.813892,4.275,67.3,46.38999939,63.912,174
"Congo, Dem. Rep.","COD","2017",1059.810775,NA,NA,81.398764,6.017,90.8,64.29000092,60.026,180
"Congo, Rep.","COG","2017",4274.296414,NA,NA,5.110702,4.482,50.9,70.62999725,63.954,178
"Costa Rica","CRI","2017",19749.16744,10.31999969,NA,4.949954,1.772,8.8,66.37000275,79.914,188
"Cote d'Ivoire","CIV","2017",4830.751701,3.869999886,NA,24.437469,4.704,85.3,54.65000153,57.017,384
"Croatia","HRV","2017",26885.65841,11.90999985,NA,4.124531,1.42,4.9,66.54000092,77.82682927,191
"Cuba","CUB","2017",NA,1.600000024,NA,11.339259,1.637,5.3,64.12000275,78.662,192
"Curacao","CUW","2017",25475.48966,NA,NA,0.160175,1.5,NA,NA,78.01707317,531
"Cyprus","CYP","2017",37766.90166,11.26000023,NA,1.17968,1.337,2.5,72.80000305,80.672,196
"Czech Republic","CZE","2017",38948.86299,3.579999924,NA,10.594438,1.69,3.2,76.11000061,78.97804878,203
"Denmark","DNK","2017",55533.44735,6.050000191,NA,5.76498,1.75,4,77.88999939,81.10243902,208
"Djibouti","DJI","2017",4885.220563,35.90000153,NA,0.944097,2.785,61.3,63.81999969,65.893,262
"Dominica","DMA","2017",11304.35971,NA,NA,0.071458,NA,33.2,NA,NA,212
"Dominican Republic","DOM","2017",16735.33259,8.069999695,NA,10.513131,2.367,29.7,67.91999817,73.689,214
"Ecuador","ECU","2017",11617.90876,4.900000095,NA,16.785361,2.451,14.5,71.97000122,76.584,218
"Egypt, Arab Rep.","EGY","2017",11014.48614,23.01000023,NA,96.442593,3.37,21.7,49.36000061,71.656,818
"El Salvador","SLV","2017",8454.058198,4,NA,6.388122,2.059,14.2,63.08000183,72.872,222
"Equatorial Guinea","GNQ","2017",22551.08325,NA,NA,1.262001,4.599,87.7,63.06000137,58.061,226
"Eritrea","ERI","2017",NA,NA,NA,NA,4.112,43.3,81.62999725,65.538,232
"Estonia","EST","2017",33964.31415,5.300000191,NA,1.317384,1.59,2.7,78.88999939,78.09268293,233
"Eswatini","SWZ","2017",8408.454272,NA,NA,1.124753,3.018,62.3,54.20000076,58.319,748
"Ethiopia","ETH","2017",2021.561046,NA,NA,106.400024,4.35,55.8,81.69000244,65.872,231
"Faroe Islands","FRO","2017",NA,NA,NA,0.048331,2.5,NA,NA,82.29512195,234
"Fiji","FJI","2017",13429.31592,NA,NA,0.877459,2.788,25.2,60.5,67.252,242
"Finland","FIN","2017",47644.42838,8.390000343,NA,5.508214,1.49,2.4,76.63999939,81.63170732,246
"France","FRA","2017",44755.32528,9.369999886,NA,66.864379,1.9,4.3,71.59999847,82.57560976,250
"French Polynesia","PYF","2017",NA,NA,NA,0.276103,1.956,NA,60.52000046,77.251,258
"Gabon","GAB","2017",15006.76409,NA,NA,2.064823,4.008,45.1,54.09999847,65.839,266
"Gambia, The","GMB","2017",2072.65245,NA,NA,2.213894,5.281,55.7,60.52999878,61.44,270
"Georgia","GEO","2017",13589.70739,12.73999977,NA,3.728004,2.062,10,72.73000336,73.414,268
"Germany","DEU","2017",53121.98768,3.309999943,NA,82.657002,1.57,3.9,78.05999756,80.99268293,276
"Ghana","GHA","2017",4996.638706,4.369999886,NA,29.121471,3.926,50,69.31999969,63.463,288
"Gibraltar","GIB","2017",NA,NA,NA,0.033728,NA,NA,NA,NA,292
"Greece","GRC","2017",29233.79663,26.06999969,NA,10.754679,1.35,4.3,68.33999634,81.28780488,300
"Greenland","GRL","2017",NA,NA,NA,0.056172,2.09,NA,NA,70.62243902,304
"Grenada","GRD","2017",16217.49985,NA,NA,0.110874,2.083,16.6,NA,72.388,308
"Guam","GUM","2017",NA,NA,NA,0.164281,2.334,NA,70.55999756,79.631,316
"Guatemala","GTM","2017",8317.364101,3.5,NA,16.087418,2.92,26.2,64.16000366,73.81,320
"Guinea","GIN","2017",2417.799187,NA,NA,12.067539,4.777,103.2,63.29000092,60.706,324
"Guinea-Bissau","GNB","2017",1925.237737,NA,NA,1.828146,4.553,84.2,72.87000275,57.673,624
"Guyana","GUY","2017",12005.35865,NA,NA,0.775221,2.485,31.2,58.52000046,69.624,328
"Haiti","HTI","2017",2980.960856,NA,NA,10.982366,2.986,66.6,68.41999817,63.29,332
"Honduras","HND","2017",5561.996312,7.849999905,NA,9.429013,2.496,17.9,68.73999786,74.898,340
"Hong Kong SAR, China","HKG","2017",59849.24818,2.769999981,NA,7.3917,1.125,NA,71.95999908,84.6804878,344
"Hungary","HUN","2017",29559.21447,4.570000172,NA,9.787966,1.54,4.4,71.08999634,75.81707317,348
"Iceland","ISL","2017",55274.18912,2.720000029,NA,0.3434,1.71,2.1,88.34999847,82.66097561,352
"India","IND","2017",6185.993893,NA,NA,1338.658835,2.243,38.5,52.52000046,69.165,356
"Indonesia","IDN","2017",10935.84175,3.599999905,NA,264.645886,2.336,25.7,68.98000336,71.282,360
"Iran, Islamic Rep.","IRN","2017",14535.86223,19.92000008,NA,80.673951,2.116,14.9,47.63999939,76.271,364
"Iraq","IRQ","2017",10971.97001,30.95999908,NA,37.552781,3.762,27.7,44.25,70.294,368
"Ireland","IRL","2017",78051.521,6.289999962,NA,4.807388,1.77,3.5,72.91000366,82.15609756,372
"Isle of Man","IMN","2017",NA,NA,NA,0.083598,NA,NA,NA,NA,833
"Israel","ISR","2017",39022.88802,4.320000172,NA,8.7133,3.11,3.8,72.45999908,82.55121951,376
"Italy","ITA","2017",41713.90002,12.39000034,NA,60.536709,1.32,3.3,65.48999786,82.94634146,380
"Jamaica","JAM","2017",9598.370957,15.36999989,NA,2.920853,1.993,14.7,71.15000153,74.267,388
"Japan","JPN","2017",41093.50063,2.700000048,NA,126.785797,1.43,2.6,77.76000214,84.0997561,392
"Jordan","JOR","2017",10010.39496,27.20000076,NA,9.779173,2.849,16.6,41.70000076,74.292,400
"Kazakhstan","KAZ","2017",24862.96612,5.429999828,NA,18.037776,2.73,10.5,76.37999725,72.95,398
"Kenya","KEN","2017",4046.208425,NA,NA,50.221473,3.572,46.4,75.05999756,65.909,404
"Kiribati","KIR","2017",2237.336409,NA,NA,0.114158,3.61,54.1,NA,67.851,296
"Korea, Dem. People’s Rep.","PRK","2017",NA,NA,NA,25.429985,1.911,19,86.5,NA,408
"Korea, Rep.","KOR","2017",41110.6448,3.480000019,NA,51.361911,1.052,3.3,68.83999634,82.62682927,410
"Kosovo","XKX","2017",10530.48166,36.38999939,NA,1.791003,2.02,NA,NA,71.99512195,NA
"Kuwait","KWT","2017",50855.49996,NA,NA,4.056099,2.083,8.3,74.54000092,75.311,414
"Kyrgyz Republic","KGZ","2017",5046.691535,8.909999847,NA,6.1982,3,20.1,63.63999939,71.2,417
"Lao PDR","LAO","2017",7257.807932,7.820000172,NA,6.953035,2.709,49.2,81.33000183,67.277,418
"Latvia","LVA","2017",28741.47519,7.679999828,NA,1.942248,1.69,4.2,77.26999664,74.62926829,428
